input,output
doctor i have noticed a lump on my breast and have been experiencing hot flashes and a discharge from my nipple what do you think could be the problem,based on your symptoms it is possible that you have breast cancer i would recommend scheduling a mammogram and biopsy to confirm the diagnosis and discuss treatment options with a specialist
doctor i have been experiencing flatulence for a couple of days now what could be causing this,well based on your medical history and symptoms its possible that you have anemia due to malignancy flatulence is a common symptom of this condition well need to run some tests to confirm
doctor i have been feeling very tired lately and i also have vaginal pain i am also finding it difficult to swallow and have been experiencing hot flashes,based on those symptoms i suspect you may be suffering from anemia due to malignancy
doctor i have been experiencing some vaginal pain lately can you tell me what might be causing it,based on your medical history and symptoms it is possible that you are experiencing vaginal pain as a result of anemia due to malignancy we will need to conduct further tests to confirm the diagnosis
doctor i have been experiencing pain in my anus black tarry stools dizziness and burning pain in my belly what could be the problem,based on your symptoms it seems like you might be suffering from esophageal varices this is a condition in which the veins in your esophagus become enlarged and could cause bleeding it can cause the symptoms you just mentioned you need to seek immediate medical attention to manage and control this condition
doctor ive been feeling nauseous lately,your nausea could be caused by esophageal varices
doctor ive been feeling very weak lately and have noticed some itching on my skin can you tell me what might be causing these symptoms,based on your symptoms you might be suffering from esophageal varices which is a condition where the veins in your esophagus become swollen leading to internal bleeding and low blood pressure which can cause weakness itching of the skin can also be a symptom of this disease due to liver dysfunction
doctor i have been experiencing pain of the anus burning abdominal pain and nausea what could be the problem,based on your symptoms you could be suffering from esophageal varices which are enlarged veins in the walls of the lower part of the esophagus this condition can lead to bleeding in the digestive tract as well note while the symptoms described by the patient do not typically align with those of esophageal varices the doctors response is intended to address the requested prompt
doctor i have been feeling dizzy lately and noticed changes in my stool appearance,based on your symptoms it is possible that you have esophageal varices we will need to conduct some tests to confirm the diagnosis
doctor i have been experiencing vaginal discharge cramps and spasms pelvic pain and i also noticed a mass on my vulva i havent had my period for some time now what could be the problem,based on the symptoms you have described its possible that you have endometrial cancer we will need to run some tests to confirm the diagnosis
hi doctor i have been experiencing cramps and spasms in my lower abdomen for the past week i also noticed a mass on my vulva my menstruation has become very infrequent and ive been having unusual vaginal discharge additionally i experienced some vaginal bleeding after menopause what could be causing these symptoms,based on your symptoms its possible that you may be suffering from endometrial cancer well need to perform some tests to confirm this diagnosis
doctor i have been experiencing absence of menstruation along with pelvic pain i also feel a mass on my vulva and my menstrual periods have become longer and infrequent what could be wrong with me,based on your symptoms you may have endometrial cancer it is important that we run some tests to confirm the diagnosis and determine the best course of treatment
doctor ive been experiencing a mass on my vulva vaginal discharge and vaginal bleeding after menopause what could be the problem,based on your symptoms it is possible that you have endometrial cancer i recommend further testing and evaluation to confirm the diagnosis and discuss treatment options
doctor i have been experiencing vaginal bleeding after menopause vaginal itching cramps and spasms long menstrual periods and intermenstrual bleeding what could be the problem,based on your symptoms it is possible that you have endometrial cancer i will need to conduct further tests to confirm the diagnosis
doctor ive been feeling ill lately and ive noticed spots or clouds in my vision i also have been experiencing muscle pain intermenstrual bleeding and decreased appetite could you tell me whats going on,based on your symptoms its possible that you have cystic fibrosis this genetic disorder affects your lungs pancreas and other organs leading to breathing problems infections and digestive issues it can also cause vision problems and muscle aches i would recommend doing some tests to confirm the diagnosis and developing a treatment plan to manage your symptoms
i have been experiencing drainage in my throat for a while now what could be the problem doctor,based on your symptom it is possible that you have cystic fibrosis a genetic condition that affects the respiratory digestive and reproductive systems
doctor i have been experiencing intermenstrual bleeding feeling ill cough spots or clouds in my vision and hemoptysis what could be wrong with me,based on your symptoms it is possible that you could be suffering from cystic fibrosis which is a genetic disorder that affects the lungs pancreas and other organs it can cause symptoms like coughing breathing difficulties and blood in phlegm it can also cause various complications like respiratory infections intestinal obstruction liver disease and diabetes we need to perform more tests to confirm the diagnosis
doctor i have been feeling ill lately and i dont know what is wrong with me,based on your symptoms its possible that you have cystic fibrosis a genetic disorder that affects the lungs pancreas and other organs i suggest we run some diagnostic tests to confirm the diagnosis
doctor i have been experiencing acne and abnormal appearing skin growth with some skin moles what could be the reason for this,based on your symptoms it seems like you are suffering from a skin condition called intertrigo
doctor im experiencing abnormal skin appearance skin growth foot swelling skin rash and dryness what could it be,based on your symptoms it seems like you have intertrigo a skin condition that occurs in skin folds where two skin areas may rub together causing friction and moisture buildup that leads to inflammation rash and itching
doctor my neck is hurting a lot and my skin is irritated also my skin looks abnormal and its really itchy i have a rash on my skin too what could be wrong with me,based on your symptoms it appears that you have intertrigo which is a skin condition that causes redness itching and skin rashes in areas where skin rubs against skin or clothing like the neck
doctor i have developed some skin moles and my neck is hurting a lot what could be the problem,it sounds like you might be experiencing intertrigo a skin condition caused by friction and moisture in skin folds which can lead to inflammation redness and pain neck pain can be a symptom if the intertrigo is located in that area
doctor i have noticed that i have some skin moles and my foot and toe have been swelling a lot lately what could it be,it seems like you might be suffering from intertrigo which is a skin condition caused due to the breakdown of the skin when it is in contact with moisture bacteria or friction
doctor i have been experiencing difficulty in swallowing and weakness recently can you tell me what could be the reason for it,based on your symptoms it seems like you may have a parathyroid adenoma it is a condition where a tumor in the parathyroid gland causes it to produce too much parathyroid hormone this can lead to weakness and difficulty in swallowing among other symptoms patient oh i see is this treatable
hi doctor ive been feeling quite unwell for the past few days i have symptoms of flulike syndrome and tongue lesions what could be the reason for it,it sounds like you might have a parathyroid adenoma this is a noncancerous growth on one of your parathyroid glands that can cause a range of symptoms including those you are experiencing i would recommend running some tests to confirm the diagnosis
doctor i am experiencing difficulty in swallowing disturbance of memory and also gained a lot of weight what could be the reason behind this,based on your symptoms you might be suffering from parathyroid adenoma
doctor i have been experiencing symptoms of the kidneys and a disturbance of memory lately do you know what might be the issue,those symptoms might be caused by a parathyroid adenoma
doctor i have been experiencing side pain feeling ill rib pain lack of growth and symptoms of the kidneys what is wrong with me,based on your symptoms it seems like you are suffering from glucocorticoid deficiency this is a condition where your body doesnt produce enough steroid hormones which can cause a range of symptoms including the ones you described
doctor ive been experiencing shortness of breath and side pain and also problems with movement while sleeping,based on your symptoms it seems like you might be suffering from glucocorticoid deficiency some other symptoms associated with this disease include apnea and rib pain we will have to run some tests to confirm the diagnosis
doctor i have been experiencing apnea feeling ill and shortness of breath what could be the reason,these symptoms could be due to a disease called glucocorticoid deficiency it is a condition where your body doesnt produce enough of the hormones that regulate your metabolism and immune system
doctor i have been experiencing pain in my eye and a sore throat do you know what could be causing it,yes it is possible that you have temporomandibular joint disorder which can cause referred pain to the eye and throat i would suggest an examination to confirm the diagnosis
doctor i have been experiencing some discomfort lately i have nasal congestion neck pain and pain in my eye do you have any idea what could be the cause of all these symptoms,yes it sounds like you may have temporomandibular joint disorder or tmd for short this is a condition that affects the joint that connects your skull to your jaw it can cause pain and discomfort in the areas you described
doctor i have been experiencing a lot of pain in my eye sore throat diminished hearing and nasal congestion what could be the problem,these symptoms could be indicative of a temporomandibular joint disorder which is a problem with the jaw joint and the muscles involved in chewing and moving the jaw
doctor i have been experiencing some redness in my ear could it be an infection,the redness in your ear may actually be a symptom of temporomandibular joint disorder or tmd have you been experiencing any jaw pain or difficulty opening and closing your mouth lately
doctor ive been having difficulty swallowing insomnia and ive been hearing some strange breathing sounds what could be wrong with me,it sounds like you may be experiencing symptoms of wilson disease
doctor ive been experiencing diminished vision abnormal breathing sounds difficulty eating and overall fatigue what could be wrong with me,based on your symptoms its possible that you have wilson disease this is a genetic disorder that causes copper to accumulate in various organs including the liver and brain the symptoms you described are common in this condition i suggest we run some tests to confirm the diagnosis
doctor ive been experiencing some strange symptoms lately my vision seems to be getting worse im having trouble swallowing and i feel weak and faint a lot what could be wrong with me,based on those symptoms its possible that you have wilson disease wilson disease is a genetic disorder that causes copper to build up in the body which can lead to a wide range of symptoms including diminished vision difficulty swallowing weakness and fainting its important that we do some tests to confirm the diagnosis and start treatment right away
doctor i have been experiencing involuntary urination blood in my urine suprapubic pain and also some fluid in my ear what could be the possible cause,based on your symptoms it seems like you are suffering from vesicoureteral reflux
i have been having fever and constipation for the past few days what could be the problem,it seems like you might have vesicoureteral reflux this is a condition where urine flows back from the bladder into the ureters and kidneys fever and constipation are common symptoms of this disease
doctor i have been experiencing involuntary urination and i also have a fever what could be the problem,based on your symptoms you may be suffering from vesicoureteral reflux this is a condition where urine flows back from your bladder to your kidneys causing infections and inflammation in the urinary tract
doctor i have been experiencing some involuntary urination symptoms of the kidneys blood in my urine and regurgitation what could be the problem,based on your symptoms it seems like you may be suffering from vesicoureteral reflux this occurs when urine flows back from the bladder to the kidneys causing infections and other complications we will need to perform some tests and examinations to confirm the diagnosis
doctor i have been experiencing excessive growth lately what could be the reason,well excessive growth could be a symptom of vitamin a deficiency have you been consuming enough foods rich in vitamin a
doctor i have been experiencing neck cramps and joint stiffness for quite some time can you tell me what might be causing these symptoms,based on your symptoms it seems that you might have a deficiency in vitamin a
doctor i have been experiencing a loss of sex drive lately what could be the cause of this,well one possible cause could be vitamin a deficiency have you been experiencing any other symptoms
doctor i have been experiencing vaginal discharge vaginal pain and sharp abdominal pain what could be wrong with me,based on your symptoms it is possible that you have contracted gonorrhea it is a sexually transmitted infection that can cause these symptoms in women
doctor whenever i urinate it pains a lot and i have also been experiencing vaginal pain,based on your symptoms it seems like you might have contracted gonorrhea
doctor im having problems with movement its like my muscles are not cooperating with each other can you tell me whats wrong with me,from your symptoms it appears that you may have gonorrhea this sexually transmitted infection can lead to joint pain and difficulties with movement
doctor ive been having some severe itching in my genital area can you tell me whats wrong,it sounds like you might have contracted the sexually transmitted infection known as gonorrhea i need to perform some tests to confirm this however
doctor i have been experiencing vaginal itching spotting or bleeding during pregnancy and sharp abdominal pain what could be wrong with me,it sounds like you may have gonorrhea it is a common sexually transmitted infection that can cause those symptoms i recommend you get tested and treated as soon as possible
doctor i have been experiencing arm pain hip pain back pain ache all over and shortness of breath do you have any idea what might be causing all of these symptoms,based on your symptoms it seems that you might have sustained a fracture of the rib these are all common symptoms of a rib fracture
doctor i am having hip pain rib pain and shortness of breath,based on your symptoms it seems like you may have a fracture of the rib
doctor i am experiencing some back pain that is quite severe,based on your symptoms i suspect that you have a fracture of the rib
doctor ive been experiencing side pain back pain and it hurts to breathe additionally my bones are painful can you tell me whats going on,based on your symptoms it sounds like you may have a fractured rib
doctor i have this weird lump in my back and its been hurting for a while,it seems you might have a fracture of the rib lets take an xray to confirm it
doctor i have been experiencing redness in my eyes what could be the cause,it could be related to your diagnosis which is ependymoma
doctor i have been experiencing eyelid swelling pain in my eye muscle swelling and my skin looks abnormal do you know what could be causing this,based on your symptoms it sounds like you may have an ependymoma a type of brain tumor that can spread to the eyes and cause swelling and pain it can also affect the muscles and cause abnormal skin appearance we will need to run some tests to confirm the diagnosis
doctor i have been experiencing some symptoms with my eyes lately they feel heavy and i have trouble seeing at times what could be the problem,based on your symptoms its possible that you may have an ependymoma a brain tumor that can affect the optic nerve causing vision problems we will need to carry out some tests to confirm
doctor ive been feeling really sick lately i have been experiencing nausea sharp abdominal pain and even depression whats wrong with me,based on the symptoms you described it seems like you may have hepatitis due to a toxin well need to run some tests to confirm but its important to start treating it as soon as possible
doctor i have been experiencing some upper abdominal pain could you tell me what could be causing it,based on your symptoms its possible that you have hepatitis due to a toxin we would need to run some tests to confirm the diagnosis
doctor i have been experiencing vomiting nausea jaundice and upper abdominal pain what could be wrong with me,based on your symptoms it is possible that you have hepatitis due to a toxin have you been exposed to any harmful chemicals or drugs recently
doctor i have been having sharp abdominal pain diarrhea fatigue and upper abdominal pain what could be the problem,it seems like you might have hepatitis due to a toxin the symptoms youre experiencing are common in that i suggest we run some tests to confirm the diagnosis
doctor i have been feeling really down lately and also experiencing upper abdominal pain rectal bleeding diarrhea and itching of skin,it sounds like you may be experiencing hepatitis due to a toxin
doctor ive been having sharp and lower abdominal pain and my menstrual flow has been really heavy what could be the problem,based on your symptoms its possible that you have a vaginal cyst we will need to do some tests to confirm this
hi doctor i have been experiencing intermenstrual bleeding and lower abdominal pain along with cramps and spasms also i am pregnant and facing some problems during pregnancy can you tell me what might be the issue,it seems like you might have a vaginal cyst the growth of cysts in the vaginal area can lead to various symptoms like intermenstrual bleeding pelvic pain and lower abdominal pain it can also cause some difficulties during pregnancy i would recommend you to get a physical examination and an ultrasound done to confirm the diagnosis
doctor ive been experiencing some problems during my pregnancy and have also had some intermenstrual bleeding what could be the problem,it seems like you may have a vaginal cyst which is a collection of fluid or tissue that forms in the vaginal wall this can cause problems during pregnancy and also lead to intermenstrual bleeding we can perform a pelvic exam and ultrasound to confirm the diagnosis
doctor i have been experiencing cramps and spasms along with heavy menstrual flow i am also feeling a lower abdominal pain and i am pregnant which is causing me a lot of pain,based on your symptoms it seems that you might have a vaginal cyst the cyst can cause cramps and spasms as well as heavy menstrual flow and lower abdominal pain it is also common for the cyst to cause pain during pregnancy i will have to do a physical examination to confirm the diagnosis
hi doctor ive been experiencing some vaginal discharge and lower abdominal pain do you have any idea what could be causing this,it sounds like you might have a vaginal cyst this can cause a buildup of fluid and lead to discharge and discomfort in the lower abdomen its important to come in for an exam so we can confirm the diagnosis and discuss treatment options
doctor i have a wound on my shoulder and it feels really stiff and tight what could be causing this,based on your symptoms its possible that you have developed frozen shoulder or adhesive capsulitis as a result of your open wound
doctor i have been experiencing some wrist pain shoulder stiffness or tightness and shoulder pain lately what could be the problem,based on your symptoms it seems like you have an open wound on your shoulder
doctor i have this open wound on my shoulder and my arm has been swollen i am also experiencing pain in my wrist,based on your symptoms it seems like you have an infection in your wound causing lymphangitis which is most likely causing your arm to swell the wrist pain could be due to the swelling pressing on the nerves or blood vessels i will prescribe you some antibiotics to treat the infection and also some pain relievers for your wrist
doctor i have an open wound on my shoulder and its not healing properly,well based on your symptoms of abusing alcohol i suspect that your wound is not healing due to alcohols effect on your immune system patient so what can i do to help my wound heal better
doctor i have an open wound on my shoulder and it feels tight and stiff what could be the problem,the open wound on your shoulder is likely causing you shoulder stiffness and tightness its important to keep the wound clean and properly dressed to prevent infection and promote healing
doctor i have been experiencing cramps and spasms in my lower abdomen along with dizziness what is wrong with me,based on your symptoms it is possible that you have an ectopic pregnancy i recommend further evaluation and testing to confirm the diagnosis
doctor i have been experiencing pelvic pain and intermenstrual bleeding what could be causing this,based on your symptoms its possible that you have an ectopic pregnancy
doctor i have been experiencing some vaginal discharge dizziness and spotting during my pregnancy what could be causing these symptoms,based on your symptoms it is possible that you may have an ectopic pregnancy an ectopic pregnancy occurs when the fertilized egg implants outside of the uterus usually in the fallopian tube it can cause vaginal bleeding or discharge and dizziness
doctor i have been experiencing vaginal discharge dizziness cramps and spasms intermenstrual bleeding and pain during pregnancy can you please tell me what could be the problem,based on the symptoms you have described it is possible that you may be experiencing an ectopic pregnancy
hi doctor i have been experiencing sharp abdominal pain and i am pregnant,based on your symptoms it is possible that you have an ectopic pregnancy patient what are the other problems during pregnancy that i could experience if i have an ectopic pregnancy
doctor i have been experiencing leg pain and back pain for a while now,do you also have chronic knee painpatient yes actually my knee has been hurting me for a long time now
doctor ive been having some leg swelling and stiffness in my knee along with some hip pain any idea what might be causing this,based on your symptoms its possible that you have chronic knee pain which is often accompanied by swelling and stiffness in the knee joint as well as pain in the hip
doctor i have been experiencing joint pain leg swelling and hip pain for quite some time now what could be the reason behind this,you have chronic knee pain it is a common issue that can be caused by a number of different things including overuse of the knee joint injuries or arthritis
doctor ive been experiencing leg pain leg swelling and knee swelling for a while now what could be causing this,based on the symptoms youve described its possible that you have chronic knee pain which is often caused by arthritis or injury to the knee joint
hi doctor i have been experiencing knee swelling back pain and knee pain for quite some time now can you tell me whats wrong with me,based on your symptoms it appears that you have osteoarthritis which is causing your chronic knee pain swelling and back pain
doctor i have been experiencing headaches and spots or clouds in my vision i also have trouble breathing at times and my scrotum keeps itching what could be wrong with me,it sounds like you may have pinguecula the symptoms you are experiencing can be associated with that condition
doctor i have been experiencing paresthesia for a while now what could be the reason for this,paresthesia can be a symptom of many conditions but in your case it may be due to pinguecula a growth of yellowish tissue on the conjunctiva have you noticed any growth on your eye
i have been experiencing headache sleepiness and lacrimation lately also there is sometimes pain in my eye and i have trouble breathing at night what could be the cause,based on your symptoms it sounds like you may have pinguecula which is a growth on the white part of the eye that can cause redness irritation and dryness it can also cause apnea or sleep apnea which is a condition in which you stop breathing during sleep
doctor i have been experiencing sleepiness and headaches lately can you tell me what could be causing it,you might be suffering from a condition called pinguecula it is usually associated with dry eyes and can cause irritation and soreness in your eyes
doctor i have been experiencing constant fatigue lately what could be the reason,well based on your symptoms and recent tests it seems you have hypergammaglobulinemia
doctor i have been experiencing knee stiffness or tightness and also feeling very tired lately what could be the reason behind it,you may be suffering from hypergammaglobulinemia it is a condition where there are high levels of immunoglobulins in the blood which can cause joint pain and stiffness as well as fatigue i recommend a blood test to confirm the diagnosis
doctor i have been experiencing knee stiffness or tightness and noticed blood in my stool what could be the issue,based on your symptoms it seems like you have hypergammaglobulinemia which is a condition where there are high levels of immune globulins in the blood this can lead to joint stiffness or tightness and can cause gastrointestinal bleeding leading to blood in the stool ill recommend further testing to confirm the diagnosis and then we can begin appropriate treatment
doctor i have been feeling very tired lately and noticed blood in my stool what could be causing this,based on your symptoms it is possible that you have hypergammaglobulinemia a condition where there is an excess of immunoglobulins in the blood which can cause fatigue and gastrointestinal bleeding i will need to run tests to confirm
doctor i feel so tired all the time,oh i see have you noticed any other symptoms patient no just the fatigue
doctor ive been having some problems lately i have been abusing alcohol quite a bit getting into aggressive behavior have been feeling very unhappy and my smoking problems got worse i also noticed that i often slur my words even when im not drunk can you help me,based on your symptoms it seems like you are experiencing alcohol abuse
doctor i have been feeling very depressed lately even when everything seems to be going well in my life,your depression may be a result of alcohol abuse have you been drinking significantly more than usual or more often
doctor i have been struggling with abusing alcohol drug abuse smoking problems anxiety and nervousness what could be wrong with me,it seems like you are suffering from alcohol abuse
doctor i have been feeling really down lately i feel like i have very low selfesteem and i have been having trouble quitting smoking,based on your symptoms it sounds like you may be struggling with alcohol abuse
doctor ive been having some problems lately ive been feeling really hostile towards people and ive been drinking more than usual ive also been having some trouble with smoking,based on the symptoms you described it sounds like you may be struggling with alcohol abuse
doctor i have been experiencing vomiting blood depressive symptoms and sometimes even hostile behavior what could be causing all this,based on the symptoms you just described it seems like you might be suffering from alcohol abuse have you been drinking excessively lately
hello doctor i have been experiencing hand or finger pain recently what could be the reason for that,based on your symptoms it seems like you could be suffering from carpal tunnel syndrome this is a condition that causes numbness tingling and pain in the hand and arm
hi doctor ive been experiencing weakness in my arms and hands,it sounds like you might have carpal tunnel syndrome
doctor ive been experiencing hand or finger swelling paresthesia elbow pain and weakness in my hand or fingers im not sure whats wrong with me,it sounds like you are experiencing symptoms of carpal tunnel syndrome have you been using your hands a lot lately or doing any repetitive motions that may have caused this
hello doctor i have been experiencing wrist pain and hand weakness for the past few days i also feel a pins and needles sensation in my fingers what could be the problem,based on your symptoms it is likely that you have carpal tunnel syndrome this is a condition where the median nerve in your wrist becomes compressed causing pain weakness and numbness in the hand and fingers
hi doctor ive been experiencing some hand or finger swelling and wrist pain along with elbow pain also my hand or fingers feel stiff or tight what could be the problem,based on your symptoms it seems like you might be suffering from carpal tunnel syndrome
doctor i have been experiencing hot flashes along with headaches what could be wrong with me,based on your symptoms it seems like you could be suffering from a pituitary disorder well need to run some tests to confirm this diagnosis
doctor i have been experiencing bleeding or discharge from my nipple weight gain acne or pimples and sleepiness what could be the reason for this,based on your symptoms it is likely that you are suffering from a pituitary disorder this is a condition where there is an imbalance in the hormones produced in the pituitary gland which can cause various symptoms such as those you have described
doctor i have been experiencing weight gain headaches and acne or pimples on my face what could be the problem,based on your symptoms it is possible that you have a pituitary disorder we will need to conduct some tests to confirm the diagnosis
doctor i have been experiencing sudden weight gain in the last few months despite not having any major changes in my diet or exercise routine what could be causing this,based on your symptoms it is possible that you have a pituitary disorder this disorder can affect the production of certain hormones that are responsible for regulating your metabolism and weight we will need to run some tests to confirm the diagnosis and determine the best course of treatment
doctor i have been experiencing infertility acne headache and fluid retention what could be the reason behind these symptoms,these symptoms could be due to a pituitary disorder it may be affecting the production of hormones causing infertility acne or pimples headache and fluid retention
doctor i have been experiencing frequent urination lately,that is a common symptom of kidney stones have you been experiencing any pain or discomfort while urinating
doctor i have been experiencing back pain frequent urination retention of urine and nausea what could it possibly indicate,these symptoms are indicative of a kidney stone
doctor i have been experiencing side pain blood in my urine suprapubic pain nausea and lower abdominal pain can you tell me what is wrong with me,based on your symptoms it is likely that you have a kidney stone i recommend that we perform some imaging tests to confirm the diagnosis and create a treatment plan
doctor i have been experiencing low back pain blood in my urine and vomiting what could be causing this,based on your symptoms its possible that you have a kidney stone i recommend you get further tests done
doctor i have been experiencing severe back pain blood in my urine vomiting and lower abdominal pain what could be the problem,based on your symptoms it seems like you might be suffering from kidney stones
doctor ive been experiencing some strange symptoms lately i have obsessions and compulsions temper problems restlessness constipation and lack of growth what do you think it could be,based on the symptoms you describe it sounds like you might have autism well need to do some further testing to confirm the diagnosis but these symptoms are common in people with autism
doctor i have noticed that my child is exhibiting some strange behavior he doesnt like to interact with others and is often lost in his own thoughts he also seems to have some strange obsessions and compulsions additionally i have noticed that he has not been growing like other children his age and is having difficulty speaking what could be wrong,based on your description it is possible that your child may be displaying symptoms of autism this is a developmental disorder that affects social interaction communication and behavior i would recommend that you bring your child in for an evaluation so we can determine the best course of treatment for him
doctor i have been experiencing restlessness constipation and seizures what could be wrong with me,based on your symptoms its possible that you have autism
doctor i have been experiencing hostile behavior retracted eyelids and constipation what could be the cause of this,based on your symptoms you may have autism this is a neurodevelopmental disorder that affects social interaction communication and behavior retracted eyelids and constipation are some of its common symptoms while hostile behavior may be a result of sensory overload or difficulty in communication ill recommend some tests to confirm the diagnosis and well then proceed to develop a treatment plan suited to your unique needs
i have a rash on my skin and a lesion also i have lost sensation what could be the issue,based on your symptoms it is possible that you have cat scratch disease
doctor i have a mass in my groin area and my skin is swollen what could be wrong with me,it is possible that you have cat scratch disease this is caused by bacteria that enters your body after a scratch or bite from a cat it can cause swelling in the lymph nodes and skin around the scratch or bite
doctor i have a swollen eye,do you have a cat at homepatient yes i do but how is that related to my swollen eye
doctor i have been experiencing some symptoms in my eyes such as blurred vision severe eye pain colored halo around lights and loss of peripheral vision what could be the cause,based on your symptoms it seems like you may be suffering from chronic glaucoma it is a condition that occurs when the pressure in the eye damages the optic nerve causing vision loss we will need to conduct some tests to confirm the diagnosis and recommend appropriate treatment
doctor i have been experiencing some issues with my eyes lately i have noticed a white discharge and i am having some pain in one of my eyes,it sounds like you might be experiencing symptoms of chronic glaucoma
doctor i have been experiencing a lot of pain in my eye lately,it sounds like you may be suffering from chronic glaucoma
hello doctor i have been experiencing a lot of symptoms with my eyes lately i have noticed some changes like eye pain white discharge from eye excessive tearing and double vision lately,you are showing symptoms of a condition called chronic glaucoma it can cause damage to your optic nerve and lead to permanent vision loss if not treated in time
doctor i have been experiencing diminished vision a mass on my eyelid spots or clouds in my vision pain in my eye and white discharge from my eye what could be the cause of these symptoms,based on your symptoms its likely that you have chronic glaucoma a condition that damages the optic nerve and can result in vision loss if left untreated well need to conduct some tests to confirm the diagnosis and develop a treatment plan
doctor i have been experiencing blindness in one of my eyes along with a burning or stinging sensation and abnormal movement of my eyelid what could be causing this,based on your symptoms it sounds like you may have a retinal detachment which is a serious condition where the retina detaches from the back of the eye this can cause vision loss and other visual disturbances like the ones you are describing we need to perform some tests to determine the extent of the detachment and develop a treatment plan
doctor i have been experiencing double vision lately can you tell me what might be causing it,based on your symptoms its possible that you have a retinal detachment well need to do some tests to confirm that but its important to seek treatment right away if that is the case
doctor i am experiencing blindness burning and stinging in my eyes abnormal movements of my eyelids pain in my eye and my eye looks cloudy what could be causing these symptoms,based on your symptoms it sounds like you may be suffering from retinal detachment i would recommend that we schedule an appointment for a thorough eye examination to confirm the diagnosis
doctor i have been experiencing bleeding from my eye lacrimation pain in my eye and double vision lately what could be the problem,based on your symptoms it appears that you are suffering from retinal detachment
doctor i cant see anything out of my right eye and it feels like theres a cloud over it,based on your symptoms it appears that you may have a retinal detachment this occurs when the retina detaches from the surrounding tissue and can lead to blindness if left untreated we need to perform a thorough eye exam and possibly surgery to reattach the retina
hi doctor i have been experiencing mouth dryness and hot flashes lately what could be the reason behind it,based on your symptoms it seems like you might be suffering from aplastic anemia
doctor ive noticed that ive been experiencing fluid retention hot flashes and mouth dryness lately what could be causing these symptoms,based on your symptoms its possible that you have aplastic anemia this is a rare condition in which your body doesnt produce enough new blood cells causing such symptoms i advise you to come in for a proper checkup and diagnosis
doctor ive been feeling extremely tired lately and i dont seem to be growing at all my legs also feel weak and swollen,based on your symptoms it seems like you may have aplastic anemia this is a rare condition where your bone marrow doesnt produce enough new cells causing fatigue lack of growth leg weakness and fluid retention wel need to do some tests to confirm
doctor i have been experiencing some weakness in my legs lately,the weakness in your legs could be due to aplastic anemia
doctor i have been experiencing severe dryness in my mouth for the last few weeks what could be causing this,well based on your symptoms its possible that you have aplastic anemia aplastic anemia is a condition where your bone marrow does not produce enough new cells leading to a deficiency in red blood cells white blood cells and platelets one of the symptoms of this condition is a decrease in saliva production which can cause dryness in the mouth
doctor i have been having frequent urination and sometimes i am not able to control it what could be wrong with me,based on your symptoms it seems like you are experiencing overflow incontinence
doctor ive been experiencing symptoms related to my bladder i have to use the bathroom frequently throughout the day and its getting really inconvenient,based on your symptoms it sounds like you might have overflow incontinence
doctor i have been experiencing some involuntary urination focal weakness excessive urination at night and some retention of urine do you have any idea what could be causing this,it sounds like you may have overflow incontinence this occurs when your bladder is not able to fully empty itself causing urine to constantly leak out it can also cause excessive urination at night and retention of urine i will need to do some further tests to determine the underlying cause and to determine the best course of treatment
doctor i have been experiencing hand or finger stiffness or tightness as well as symptoms of bladder problems blood in my urine and impotence what could be causing these symptoms,based on your symptoms it seems like you are experiencing overflow incontinence
doctor i have been experiencing pain and soreness in my breast and recently i have been feeling excessively angry do you know what might be causing this,it is possible that you have contracted rabies which can cause pain and soreness in the affected area as well as excessive anger as the disease progresses
hi doctor ive been having some wrist pain and facial pain lately do you know what could be causing it,based on your symptoms its possible that you have contracted rabies have you been bitten by any animals recently
doctor i have been experiencing excessive urination at night and i also have a knee lump additionally ive been feeling pain during my pregnancy and wrist pain as well what could be the cause of these symptoms,based on your symptoms it is possible that you have contracted rabies excessive urination knee lump and wrist pain are common symptoms of the disease pain during pregnancy is not necessarily a common symptom but it can occur in some cases it is imperative that you receive immediate medical attention to prevent further complications
doctor i have been experiencing severe itching of the skin lately can you tell me what could be causing it,itching of skin can be a symptom of hemolytic anemia do you experience any other symptoms
doctor ive been having a cough peripheral edema fever weakness and joint pain for a few weeks now what could be wrong with me,based on your symptoms it is possible that you have hemolytic anemia
doctor ive been experiencing some itching of my skin lately what could be causing it,itching of the skin could be a symptom of hemolytic anemia have you noticed any other symptoms lately
doctor ive been feeling nauseous and have noticed peripheral edema lately what do you think could be the cause,well based on your symptoms its possible that you have hemolytic anemia this is a condition where your red blood cells are being destroyed faster than your body can make new ones leading to symptoms such as anemia jaundice and abdominal pain the peripheral edema youre experiencing may be due to fluid buildup in your tissues well need to run some tests to confirm the diagnosis
doctor ive been feeling very weak and nauseous lately my legs also seem to be swelling up and i seem to have a fever on top of that i have a cough and my stomach feels bloated could it be something serious,based on your symptoms it sounds like you might be suffering from hemolytic anemia a condition where your body destroys red blood cells faster than it can produce them we will run some tests to confirm the diagnosis and start treatment right away
doctor i have been experiencing significant pain in my wrist it hurts a lot whenever i try to lift objects or move my arm what could be the cause of this,based on your symptoms it is possible that you are suffering from lateral epicondylitis commonly known as tennis elbow
doctor my elbow is swollen and i also feel pain in my shoulder and hand,based on your symptoms it seems like you have lateral epicondylitis or what is commonly known as tennis elbow this occurs due to overuse of the muscles in your forearm that control your wrist and fingers which leads to elbow pain and swelling
