input,output,similarity_score,not_logical,is_correct,reasoning,suggested_diagnosis
doctor ive been experiencing pain during my pregnancy pain in my eye and facial pain what could be causing these symptoms,based on the symptoms youve described its possible that you have leptospirosis ill need to do some tests to confirm the diagnosis but its important that you seek treatment as soon as possible,0.2443606257438659,False,False,"The patient's reported symptoms of 'pain during my pregnancy, pain in my eye, and facial pain' do not strongly align with the typical presentation of Leptospirosis. Common symptoms of Leptospirosis include fever, muscle aches, chills, headache, and conjunctival suffusion (red eyes), often accompanied by exposure history to contaminated water or animals. While eye pain can occur in some forms of Leptospirosis (e.g., uveitis), and headache can contribute to facial pain, the absence of other systemic symptoms like fever and myalgia, along with the specific emphasis on 'pain in my eye and facial pain,' makes Leptospirosis a less likely primary diagnosis without further information. The combination of severe unilateral eye and facial pain is more suggestive of primary headache disorders.",Cluster Headache
doctor ive been experiencing vomiting and leg pain whats wrong with me,you may be suffering from vertebrobasilar insufficiency which is caused by a decreased blood flow to your brainstem and cerebellum due to a narrowing or blockage in your vertebral or basilar arteries it can also cause other symptoms like dizziness difficulty speaking and vision problems,0.2641935348510742,False,False,"Vertebrobasilar insufficiency (VBI) primarily presents with neurological symptoms such as dizziness, vertigo, visual disturbances, difficulty speaking (dysarthria), and balance problems (ataxia), due to decreased blood flow to the brainstem and cerebellum. While nausea and vomiting can sometimes be associated, isolated leg pain is not a characteristic or primary symptom of VBI. A more common and directly linked explanation for concurrent vomiting and leg pain is dehydration and electrolyte imbalance resulting from prolonged vomiting, which can lead to muscle cramps or generalized myalgia.",Dehydration and Electrolyte Imbalance
doctor ive been experiencing difficulty speaking drainage in my throat and my bones have become painful im also experiencing pelvic and joint pain what could this be,based on your symptoms it seems like you may have hemochromatosis a condition where there is an excess buildup of iron in the body treatment options include regular blood removal to reduce iron levels and management of symptoms we will need to do some lab tests to confirm the diagnosis,0.2121872305870056,False,False,"While hemochromatosis can cause joint pain and, less commonly, bone pain, the patient's reported symptoms of 'difficulty speaking' (dysarthria/dysphonia) and 'drainage in my throat' (potentially indicating dysphagia, reflux, or pharyngeal irritation) are not typical or primary manifestations of hemochromatosis. These specific symptoms suggest a condition with broader systemic involvement, potentially affecting musculoskeletal, neurological, and gastrointestinal systems concurrently, which is not characteristic of iron overload alone.",Scleroderma (Systemic Sclerosis)
doctor i have been experiencing pelvic pain and my bones are painful as well what could be the cause,based on your symptoms it is possible that you have hemochromatosis which is an inherited condition that causes excess iron buildup in the body,0.2821037471294403,False,False,"Hemochromatosis is an inherited condition causing iron overload, which can lead to arthropathy (joint pain), often affecting the small joints of the hands, hips, knees, and shoulders. However, 'pelvic pain' is not a characteristic or primary symptom of hemochromatosis. While general joint pain might be described as 'bone pain', the combination with specific 'pelvic pain' does not highly suggest hemochromatosis as the most likely diagnosis. The symptoms are more consistent with other conditions.",Ankylosing Spondylitis
doctor i have been experiencing shoulder pain and some emotional symptoms recently what could be the problem,it sounds like you may be experiencing symptoms of cushing syndrome have you noticed any other changes in your body or mood,0.2891692221164703,False,False,"The symptoms of shoulder pain and emotional symptoms are highly non-specific and do not strongly point towards Cushing syndrome. While Cushing syndrome can involve emotional lability and musculoskeletal pain (often due to osteoporosis or muscle weakness), it typically presents with more characteristic physical signs such as moon face, buffalo hump, central obesity, skin thinning, and purple striae. These hallmark symptoms are absent in the provided information, making Cushing syndrome an unlikely primary diagnosis based solely on the given symptoms.",Generalized Anxiety Disorder
doctor i have been experiencing pain during pregnancy wrist pain and pain or soreness of breast what could be the reason for these symptoms,based on your symptoms it is possible that you have typhoid fever it is important that we conduct further tests to confirm this diagnosis and begin treatment immediately,0.2198260277509689,False,False,"The symptoms provided – 'pain during pregnancy', 'wrist pain', and 'pain or soreness of breast' – do not align with the typical presentation of typhoid fever. Typhoid fever is a systemic infection characterized by high fever, fatigue, headache, abdominal pain, and sometimes a rash (rose spots). Wrist pain and breast soreness are not characteristic symptoms of typhoid fever. Instead, these symptoms are commonly experienced during pregnancy. Breast pain and soreness are very common in early pregnancy due to hormonal changes, and wrist pain, often due to carpal tunnel syndrome, is also prevalent in pregnancy duearchical to fluid retention. Therefore, a diagnosis of typhoid fever is highly unlikely based on the presented symptoms.",Normal physiological changes of pregnancy
doctor ive been feeling a lot of pelvic pressure lately and noticed excessive growth in some areas whats going on with my body,based on your symptoms its possible that you may have contracted trichinosis a parasitic infection caused by eating undercooked or raw pork or wild game you need to get a proper diagnosis and treatment as soon as possible,0.1695763319730758,False,False,"The patient's symptoms of 'pelvic pressure' and 'excessive growth in some areas' are inconsistent with trichinosis. Trichinosis is a parasitic infection typically presenting with gastrointestinal symptoms (nausea, diarrhea, abdominal pain) followed by muscle pain, fever, and swelling, but not localized excessive growth or specific pelvic pressure. The reported symptoms strongly suggest the presence of a mass or enlargement within the pelvic region.",Uterine fibroids
hi doctor i noticed a lump on my knee and its been bothering me for a while do you know what it could be,based on the symptoms you described its possible that you may have trichinosis have you recently consumed undercooked or raw meat,0.2159090042114257,False,False,"The patient's symptom is a localized 'lump on my knee' that has been bothering them for a while. Trichinosis is a systemic parasitic infection typically characterized by widespread muscle pain, tenderness, swelling (often generalized, not an isolated lump), gastrointestinal symptoms, fever, and fatigue, usually following consumption of undercooked meat. An isolated lump on the knee is not a primary or typical presentation of trichinosis, making the doctor's diagnosis highly unlikely based solely on the described symptom.",Bursitis
doctor i have been experiencing shoulder swelling neck cramps or spasms sharp abdominal pain bedwetting and also excessive growth whats happening to me,you seem to be displaying the symptoms of trichinosis it is a parasitic disease caused by ingesting undercooked pork that is infected with the larvae of the trichinella worm,0.2749552130699157,False,False,"The doctor's diagnosis of Trichinosis is unlikely to be correct given the full spectrum of symptoms presented. While shoulder swelling, neck cramps or spasms, and sharp abdominal pain can be manifestations of Trichinosis (indicating muscle inflammation and gastrointestinal involvement), the symptom of 'excessive growth' is completely inconsistent with this parasitic infection. Trichinosis is an acute to subacute infection and does not cause chronic systemic growth abnormalities. Additionally, 'bedwetting' is not a typical symptom of Trichinosis. The presence of 'excessive growth' is a significant indicator pointing towards a different underlying condition.",Gigantism
doctor i have been experiencing pelvic pressure painful urination and sharp abdominal pain can you tell me whats wrong with me,based on your symptoms it seems like you might have trichinosis a parasitic disease caused by eating raw or undercooked meat especially pork you need to get tested and treated as soon as possible,0.2043186277151107,False,False,"The patient's symptoms of pelvic pressure, painful urination (dysuria), and sharp abdominal pain are highly suggestive of a urinary tract infection (UTI) or other genitourinary issues. Trichinosis, a parasitic infection acquired from consuming raw or undercooked meat, typically presents with gastrointestinal symptoms (e.g., diarrhea, nausea, generalized abdominal pain) followed by muscle pain, fever, and periorbital edema as the larvae migrate. Pelvic pressure and painful urination are not characteristic primary symptoms of trichinosis. Therefore, trichinosis is an unlikely diagnosis based on the reported symptoms.",Urinary Tract Infection (UTI)
doctor ive been experiencing fluid retention pain during pregnancy pain of the anus and leg cramps or spasms what could be the problem,it sounds like you may be experiencing symptoms of subacute thyroiditis this condition is an inflammation of the thyroid gland that causes pain and discomfort in the neck as well as other symptoms such as those youve described,0.2388298660516739,False,False,"The patient's symptoms, particularly 'pain of the anus,' 'fluid retention,' and 'leg cramps or spasms' during pregnancy, do not align with a diagnosis of subacute thyroiditis. Subacute thyroiditis typically presents with neck pain, thyroid tenderness, fever, and symptoms of hyperthyroidism followed by hypothyroidism. The patient did not report neck pain, which is a hallmark symptom of subacute thyroiditis. While fluid retention and leg cramps are very common during pregnancy and can be non-specific, 'pain of the anus' is a highly specific symptom that is not explained by thyroiditis. Instead, 'pain of the anus' in pregnancy strongly suggests a localized issue such as hemorrhoids or an anal fissure.",Hemorrhoids
doctor i have been experiencing uterine contractions leg cramps or spasms spotting or bleeding during pregnancy and fluid retention can you please tell me what might be causing these symptoms,these can be symptoms of subacute thyroiditis it is caused by the inflammation of the thyroid gland which can lead to hormonal imbalances in the body,0.2413551658391952,False,False,"The patient's symptoms of uterine contractions and spotting or bleeding during pregnancy are not characteristic of subacute thyroiditis. Subacute thyroiditis typically presents with a painful, enlarged thyroid gland, fever, and symptoms related to hyperthyroidism followed by hypothyroidism. While fluid retention can occur in hypothyroidism (a phase of subacute thyroiditis), and leg cramps can be non-specific, the core symptoms of uterine contractions and pregnancy-related bleeding are highly indicative of an obstetric complication. These symptoms strongly suggest a risk to the ongoing pregnancy.",Threatened preterm labor
doctor i am experiencing problems with movement,based on your symptom it looks like you are suffering from intracerebral hemorrhage,0.2993443012237549,False,False,"The symptom 'problems with movement' is highly non-specific and can be associated with a vast number of conditions, both neurological and non-neurological, ranging from acute events to chronic progressive disorders. While intracerebral hemorrhage (ICH) is a severe condition that can cause acute movement problems (such as sudden weakness or paralysis), this diagnosis is usually accompanied by other specific acute symptoms like sudden onset, severe headache, altered consciousness, or specific focal neurological deficits. Without such additional, more specific information, 'problems with movement' alone does not highly suggest ICH over many other more common or less immediately life-threatening conditions. Therefore, the diagnosis is not highly suggested by the given symptom.",Parkinson's disease
doctor i have been experiencing joint swelling joint pain and leg swelling,based on your symptoms it is possible that you may have systemic lupus erythematosis sle,0.2861082851886749,False,True,"Joint pain and swelling (arthritis/arthralgia) are cardinal symptoms of Systemic Lupus Erythematosus (SLE), affecting over 90% of patients. Leg swelling (edema), especially in the context of a systemic inflammatory process, is highly suggestive of potential organ involvement in SLE, most commonly lupus nephritis (kidney inflammation) leading to protein loss and fluid retention. The combination of inflammatory arthritis and edema strongly points towards a systemic autoimmune disease like SLE, making the doctor's diagnosis a highly plausible and appropriate assessment.",systemic lupus erythematosis sle
doctor i have been experiencing a dry and flaky scalp also i have noticed that i havent grown in height in a long time what could be the reason,the symptoms you have described could be due to premature ovarian failure,0.2845524549484253,False,False,"The symptoms provided do not highly suggest premature ovarian failure. 'Dry and flaky scalp' is a common dermatological issue and not specific to premature ovarian failure. More significantly, 'haven't grown in height in a long time' indicates a growth disturbance, which is not a direct symptom of premature ovarian failure. Premature ovarian failure primarily affects reproductive hormones and fertility, causing symptoms like irregular periods, hot flashes, and vaginal dryness, typically in women approaching or in their reproductive years, not primarily growth stunting. A more likely diagnosis for both stunted growth and dry skin/scalp is hypothyroidism, especially if the patient is still within an age where growth is expected.",Hypothyroidism
doctor i am having black tarry stools and i am really worried about it,it sounds like you are experiencing a condition called melena this can be caused by several factors one of which is a folate deficiency in your body,0.2705834507942199,False,False,"Black tarry stools are indeed characteristic of melena, which indicates upper gastrointestinal bleeding. While the symptom description (melena) is correctly identified, the suggested cause, 'folate deficiency,' is medically inaccurate. Folate deficiency leads to megaloblastic anemia and does not directly cause gastrointestinal bleeding or melena. Upper GI bleeding, leading to melena, is most commonly caused by conditions such as peptic ulcer disease, gastritis, or esophageal varices.",Melena due to Peptic Ulcer Disease
doctor ive been having difficulty breathing as well as nausea and sharp chest pain i also noticed my feet and legs are quite swollen,it sounds like you might be experiencing fluid overload,0.2948927879333496,False,False,"While difficulty breathing, nausea, and swollen feet and legs are consistent with fluid overload (often secondary to conditions like heart failure), the symptom of 'sharp chest pain' is not typically a direct manifestation of fluid overload itself. Fluid overload often causes a feeling of pressure or tightness in the chest due to pulmonary congestion, but 'sharp' pain suggests a different underlying pathology, such as pleuritic pain, cardiac ischemia, or a pulmonary event. The combination of difficulty breathing, sharp chest pain, and leg swelling (which can indicate deep vein thrombosis) raises a strong suspicion for Pulmonary Embolism, which better explains all presented symptoms concurrently.",Pulmonary Embolism
doctor i have swollen lymph nodes and i am a bit worried about it,do you have any dental painpatient yes i have been experiencing dental pain for a few days now,0.2124567776918411,False,True,"Swollen lymph nodes (lymphadenopathy), particularly in the head and neck region, are a common physiological response to local infection or inflammation. Dental infections, such as an abscess or severe periodontitis, are a very frequent cause of reactive lymphadenopathy in the submandibular, submental, or cervical lymph nodes. The doctor's direct question about dental pain, followed by the patient's affirmative response, strongly supports the diagnosis of a dental infection as the cause for the swollen lymph nodes.","Dental infection (e.g., dental abscess, periodontitis)"
doctor i have been experiencing peripheral edema and coughing what could be the problem,based on your symptoms its possible that you may have an allergy to animals have you been around any pets or animals recently,0.2630072832107544,False,False,"Peripheral edema is not a typical symptom of an animal allergy. While coughing can be associated with allergies (e.g., due to post-nasal drip or allergic asthma), peripheral edema strongly suggests systemic fluid retention, often indicative of underlying cardiovascular, renal, or hepatic issues. A more fitting diagnosis for the combination of peripheral edema and coughing, particularly if the cough is persistent and non-productive or productive of frothy sputum, would be a condition like Congestive Heart Failure (CHF), where the heart's inability to pump efficiently leads to fluid backup in the extremities and lungs.",Congestive Heart Failure
doctor i have been experiencing burning abdominal pain what could be the reason behind it,based on your symptom it seems like you might be having a sickle cell crisis you need to get some tests done to confirm it,0.2456220239400863,False,False,"Burning abdominal pain, while a form of abdominal discomfort, is not a typical primary descriptor for a sickle cell crisis. Sickle cell crises usually involve severe, acute, and often throbbing or sharp pain due to vaso-occlusion, which can affect the abdomen. However, the specific descriptor 'burning' strongly suggests conditions related to acid irritation or inflammation of the gastrointestinal lining, such as gastritis, gastroesophageal reflux disease (GERD), or peptic ulcer disease. Without a known history of sickle cell disease or other associated symptoms like jaundice, anemia, or prior crises, a sickle cell crisis is not the most direct or likely diagnosis based solely on 'burning abdominal pain.'",Peptic Ulcer Disease
doctor i have this burning abdominal pain that just wont go away do you have any idea what could be causing it,yes its likely that youre experiencing a sickle cell crisis this is a common symptom among patients with sickle cell disease,0.2280692458152771,False,False,"The diagnosis of a 'sickle cell crisis' inherently requires the patient to have 'sickle cell disease'. The provided patient symptoms, 'burning abdominal pain that just won't go away', do not include any information about the patient's medical history, specifically whether they have sickle cell disease. While severe abdominal pain can be a symptom of a vaso-occlusive crisis in a patient with Sickle Cell Disease, these symptoms alone, without that crucial context, are non-specific and do not highly suggest a sickle cell crisis. Burning abdominal pain is more commonly associated with gastrointestinal conditions in the general population.",Peptic Ulcer Disease
doctor i have been experiencing low back pain lately what could be the cause,it could be due to hydatidiform mole which is a rare pregnancy complication have you experienced any abnormal vaginal bleeding or passed grapelike cystsnote hydatidiform mole can also cause vaginal bleeding and grapelike cysts to pass through the vagina,0.2071073651313781,False,False,"The patient's sole symptom is 'low back pain lately'. Hydatidiform mole, a rare pregnancy complication, primarily presents with symptoms such as abnormal vaginal bleeding, severe nausea and vomiting, rapid uterine enlargement, and passage of grape-like cysts. Low back pain is a very non-specific symptom and is not a characteristic or primary indicator for hydatidiform mole. Therefore, diagnosing hydatidiform mole based solely on low back pain is highly unlikely and medically unsound without additional specific symptoms.",Lumbosacral strain
doctor i have a swelling on my leg and my eye is swollen too,it seems like you have been bitten by an insect,0.2378009110689163,False,False,"While an insect bite can cause localized swelling on the leg or eye, the presence of swelling in two distinct and distant areas simultaneously (leg and eye) is less likely to be due to two separate, unrelated insect bites. It more strongly suggests a systemic reaction or a generalized condition affecting multiple body parts. An allergic reaction (e.g., angioedema) is a more probable explanation for concurrent swelling in multiple areas.","Allergic reaction (e.g., Angioedema)"
doctor i have been feeling ill lately,it could be due to your connective tissue disorder,0.2635771036148071,False,False,"The symptom 'feeling ill lately' is highly non-specific and can be associated with a vast number of conditions, ranging from minor acute illnesses to chronic systemic disorders. While connective tissue disorders can indeed cause general malaise, this single, vague symptom is not *highly suggestive* or sufficiently diagnostic on its own for such a specific and complex diagnosis without additional supporting symptoms, medical history, or objective findings.",Acute viral illness
doctor i have this lump on my knee that i just noticed do you have any idea what it could be,well based on your symptom you may have a fungal infection called blastomycosis its an infection caused by inhaling the spores of a fungus found in soil and decaying wood have you noticed any other symptoms,0.1952829360961914,False,False,"A solitary lump on the knee is a non-specific symptom. While blastomycosis can cause skin lesions (often verrucous or ulcerative), these are typically associated with systemic symptoms (e.g., pulmonary infection, fever, cough) or a history of exposure to endemic areas. A newly noticed, isolated lump on the knee, without any other reported symptoms, does not highly suggest a disseminated fungal infection like blastomycosis. Many more common, benign, localized conditions could present this way.",Bursitis
what seems to be bothering you,based on the symptoms you have described i think you might be suffering from blastomycosis,0.1968630850315094,False,False,"The 'Patient Symptoms' provided ('what seems to be bothering you') is a question from the doctor, not a description of actual symptoms from the patient. Therefore, there is no clinical information or patient-reported data available to assess or verify the diagnosis of blastomycosis. A diagnosis cannot be substantiated or confirmed without any described symptoms.",No diagnosis established
doctor i have a decreased appetite frontal headache upper abdominal pain and cough what could it be,based on your symptoms its possible that you have a primary immunodeficiency i will need to run some tests to confirm the diagnosis,0.2979565858840942,False,False,"API Error: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250, model: gemini-2.5-flash
Please retry in 33.828772869s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '250'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '33s'}]}}",N/A
doctor ive been experiencing regurgitation and stomach bloating what could be the cause of this,based on your symptoms it is possible that you have ovarian cancer i would recommend further testing to confirm the diagnosis,0.2613219618797302,False,False,"While ovarian cancer can cause persistent bloating, it is not typically associated with regurgitation. Regurgitation is a symptom commonly linked to upper gastrointestinal issues. The combination of regurgitation and stomach bloating strongly suggests a more common gastrointestinal disorder, such as dyspepsia, which encompasses symptoms like indigestion, bloating, and acid reflux/regurgitation, rather than ovarian cancer.",Dyspepsia
doctor i am experiencing some strange symptoms lately my eyes have become crosseyed and my eyelids are often itchy i have also noticed weakness in my wrist and my hips are stiff and tight what could be the issue,based on your symptoms you may be suffering from a heart contusion have you experienced any chest pain or shortness of breath as well it would be best to conduct some tests and physical examinations to confirm the diagnosis,0.244881272315979,False,False,"API Error: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10, model: gemini-2.5-flash
Please retry in 27.566721348s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '27s'}]}}",N/A
doctor i have been experiencing nailbiting excessive hair growth itchy eyelids apnea and crosseyed what do you think could be causing all of this,it sounds like you may have a heart contusion these symptoms are often associated with trauma to the chest or a forceful blow to the heart i recommend we run some tests to confirm the diagnosis and start treatment as soon as possible,0.2428885996341705,False,False,"API Error: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10, model: gemini-2.5-flash
Please retry in 27.437039219s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '27s'}]}}",N/A
doctor ive been having gum pain difficulty eating and my legs seem to be retaining fluid what could be causing all of this,based on your symptoms it is possible that you have a congenital malformation syndrome we will need to do some further testing to confirm the diagnosis,0.2751490473747253,False,False,"API Error: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10, model: gemini-2.5-flash
Please retry in 27.284320744s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '27s'}]}}",N/A
hi doctor i have been experiencing knee pain for a few days now could you please tell me what could be the reason for it,well based on the symptom you just mentioned it is quite possible that you are suffering from sporotrichosis which is a fungal infection that usually spreads through cuts or injuries on the skin,0.2644355297088623,False,False,"API Error: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250, model: gemini-2.5-flash
Please retry in 27.151142499s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '250'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '27s'}]}}",N/A
doctor i found a mass on my vulva what could it be,it could be a symptom of neurofibromatosis we will need to run some tests to confirm the diagnosis,0.2357237190008163,False,False,"API Error: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10, model: gemini-2.5-flash
Please retry in 27.024240201s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '27s'}]}}",N/A
doctor i ache all over what could be the problem,based on your symptoms it is possible that you may have pancreatic cancer i recommend running some tests to confirm,0.2665824890136719,False,False,"API Error: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10, model: gemini-2.5-flash
Please retry in 26.901357759s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '26s'}]}}",N/A
doctor i have been experiencing bedwetting excessive growth loss of sex drive and a vulvar sore what could be the problem,based on your symptoms it is possible that you have meckel diverticulum its a condition where a small outpouching from the intestine can cause these types of symptoms i suggest we run some tests to confirm the diagnosis,0.2740086913108825,False,False,"API Error: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10, model: gemini-2.5-flash
Please retry in 26.772329935s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '26s'}]}}",N/A
